type,montant,compteSource,sourceAvant,sourceApres,compteDist,distAvant,distApres,isFraud
TRANSFER,1158358.08,C1857854292,1158358.08,0.0,C1179545940,0.0,0.0,1
CASH_OUT,90466.36,C1784371713,142744.0,52277.64,C23370763,0.0,90466.36,0
CASH_OUT,14343.03,C849644821,14343.03,0.0,C1587418917,2842416.71,2856759.75,0
CASH_OUT,813992.49,C990823587,813992.49,0.0,C1506986844,24794625.2,25608617.69,1
PAYMENT,10901.11,C2019782527,11135.1,234.0,M1840043562,0.0,0.0,0
CASH_IN,102681.05,C1304763298,2154683.38,2257364.42,C2124523209,11920481.43,11817800.39,0
CASH_OUT,35676.49,C1034369084,0.0,0.0,C1643417928,359722.97,395399.46,0
PAYMENT,3088.91,C40002842,0.0,0.0,M1192234231,0.0,0.0,0
CASH_IN,133134.77,C355567030,106.0,133240.77,C751296804,25646.71,0.0,0
CASH_OUT,162273.72,C769937721,521.0,0.0,C862394239,1440375.35,1602649.07,0
CASH_OUT,4574246.75,C441939747,4574246.75,0.0,C217088344,0.0,4574246.75,1
CASH_IN,181719.92,C1975685180,2769030.68,2950750.59,C1513523777,333324.87,151604.95,0
CASH_IN,173897.67,C1967763878,1892.0,175789.67,C2094720367,1236615.42,1062717.76,0
TRANSFER,1773151.32,C1982613524,1773151.32,0.0,C1995262823,0.0,0.0,1
TRANSFER,1032168.79,C2086087020,1032168.79,0.0,C1085840721,0.0,0.0,1
PAYMENT,6571.98,C1957306401,0.0,0.0,M1454777867,0.0,0.0,0
PAYMENT,2132.43,C1731098076,118701.7,116569.27,M1005307807,0.0,0.0,0
CASH_OUT,429257.45,C1101793112,429257.45,0.0,C254695066,0.0,429257.45,1
TRANSFER,1266752.6,C723906274,1266752.6,0.0,C1934229125,0.0,0.0,1
CASH_OUT,181073.52,C724679883,0.0,0.0,C91974351,374205.73,555279.25,0
CASH_OUT,252155.4,C1324951506,0.0,0.0,C786007573,9996249.22,10248404.62,0
CASH_OUT,106141.2,C594446237,0.0,0.0,C1339282279,244966.13,351107.33,0
TRANSFER,296940.32,C136928681,296940.32,0.0,C689814483,0.0,0.0,1
PAYMENT,6138.29,C1303539009,26392.0,20253.71,M1880696834,0.0,0.0,0
TRANSFER,385050.58,C497827854,385050.58,0.0,C865907227,0.0,0.0,1
CASH_OUT,544830.83,C906293139,90998.0,0.0,C1805740785,77316.15,622146.97,0
TRANSFER,302432.68,C349295768,51120.0,0.0,C1083365286,901638.71,1204071.39,0
TRANSFER,5741.05,C1122558088,5741.05,0.0,C47401126,0.0,0.0,1
TRANSFER,2684142.41,C1988413338,2684142.41,0.0,C627945196,0.0,0.0,1
CASH_IN,167999.1,C1716637096,8842730.85,9010729.96,C753026640,30225698.34,30057699.24,0
CASH_OUT,27286.66,C2119382172,27286.66,0.0,C2024067426,11633.47,38920.14,0
TRANSFER,275363.01,C127875752,0.0,0.0,C1961646906,435081.97,710444.98,0
PAYMENT,14206.76,C1161857477,96155.39,81948.63,M1922558324,0.0,0.0,0
PAYMENT,10593.88,C379625649,9049.0,0.0,M1606060329,0.0,0.0,0
CASH_OUT,176679.52,C854964122,0.0,0.0,C1486752851,1564204.15,1740883.68,0
CASH_OUT,292514.23,C2010666350,15663.0,0.0,C1918041218,0.0,292514.23,0
TRANSFER,790332.43,C247316356,790332.43,0.0,C600765612,0.0,0.0,1
TRANSFER,4841332.26,C794947414,4841332.26,0.0,C1309662059,0.0,0.0,1
CASH_IN,95917.34,C1931985417,2854146.73,2950064.07,C1463436057,621695.6,525778.26,0
CASH_OUT,225324.05,C2146300085,225324.05,0.0,C120557331,9125.63,234449.67,1
CASH_OUT,2203.85,C1227899767,115096.63,112892.78,C197879323,116263.07,118466.91,0
CASH_OUT,1600721.32,C2142600203,1600721.32,0.0,C1363796559,0.0,1600721.32,1
CASH_OUT,73375.21,C572246311,5524.0,0.0,C1055382691,0.0,73375.21,0
CASH_OUT,10000000.0,C1879989290,10000000.0,0.0,C1527777046,637693.12,10637693.12,1
CASH_OUT,881187.51,C1389553281,881187.51,0.0,C372435481,35321.01,916508.52,1
TRANSFER,462452.87,C2093534108,462452.87,0.0,C1787957566,0.0,0.0,1
PAYMENT,23648.15,C2027334297,172969.24,149321.09,M1256573850,0.0,0.0,0
CASH_OUT,99458.21,C1220506270,99458.21,0.0,C843527352,425060.84,524519.05,0
CASH_OUT,49236.27,C1520959939,277173.0,227936.73,C770645512,142041.11,191277.37,0
CASH_OUT,1068952.42,C1861810254,1068952.42,0.0,C755630552,0.0,1068952.42,1
CASH_OUT,44557.48,C586411781,52114.0,7556.52,C233597782,2291300.9,2335858.38,0
PAYMENT,3124.15,C1233671740,32223.0,29098.85,M892644198,0.0,0.0,0
CASH_OUT,199366.77,C1737273911,0.0,0.0,C110416257,11549003.82,11748370.58,0
CASH_OUT,131050.76,C563583210,131050.76,0.0,C1860792414,5291949.84,5423000.6,1
CASH_OUT,316213.06,C90804157,0.0,0.0,C1117400135,1493031.8,1809244.86,0
CASH_IN,276185.19,C1200236476,4491295.41,4767480.6,C990268427,288152.83,11967.65,0
CASH_OUT,759257.55,C1255221578,759257.55,0.0,C1470118163,36297.01,795554.56,1
TRANSFER,3439121.37,C11425665,3439121.37,0.0,C1844668736,0.0,0.0,1
TRANSFER,6484526.8,C2041942844,6484526.8,0.0,C1100722756,0.0,0.0,1
CASH_IN,305040.27,C1063902028,13342.0,318382.27,C984283232,1710151.82,1405111.55,0
TRANSFER,6087.58,C2043835965,6087.58,0.0,C1646194293,0.0,0.0,1
CASH_OUT,324469.56,C1020089964,2666.0,0.0,C1787521094,7622647.4,7947116.96,0
CASH_IN,116357.09,C1739220145,0.0,116357.09,C177795277,1009936.31,893579.22,0
TRANSFER,10000000.0,C1749184895,25494862.93,15494862.93,C1827220106,0.0,0.0,1
CASH_OUT,415359.09,C1355583736,20507.0,0.0,C91993528,219850.34,635209.43,0
PAYMENT,3293.36,C1116875693,0.0,0.0,M466110643,0.0,0.0,0
CASH_IN,289284.28,C269797566,30887.0,320171.28,C1530119083,0.0,0.0,0
TRANSFER,1459180.14,C779464023,1459180.14,0.0,C1165490053,0.0,0.0,1
CASH_OUT,114496.48,C1270345357,1593.0,0.0,C145361242,606135.48,720631.96,0
CASH_OUT,72901.03,C1596300422,72901.03,0.0,C1818578637,0.0,72901.03,1
CASH_OUT,29473.67,C481578006,29473.67,0.0,C114865271,32212.58,61686.25,0
TRANSFER,217666.25,C2100813963,217666.25,0.0,C2073514796,0.0,0.0,1
CASH_OUT,120898.42,C1841664550,0.0,0.0,C1166929036,4522616.06,4643514.48,0
TRANSFER,193545.61,C1430180670,193545.61,0.0,C273255421,0.0,0.0,1
CASH_OUT,831725.76,C113524819,831725.76,0.0,C1613034326,9544.26,841270.02,1
PAYMENT,11035.38,C1039309055,342638.64,331603.26,M2100282439,0.0,0.0,0
TRANSFER,769619.59,C794571885,769619.59,0.0,C1390885602,0.0,0.0,1
CASH_IN,697774.44,C2051875831,150455.0,848229.44,C2115005337,0.0,0.0,0
TRANSFER,1170213.18,C902859339,1170213.18,0.0,C1563520398,0.0,0.0,1
PAYMENT,18326.31,C820673688,59339.24,41012.92,M158409293,0.0,0.0,0
CASH_OUT,76341.63,C407464803,0.0,0.0,C1547313477,2657567.8,2733909.43,0
CASH_OUT,103109.33,C1227015467,116023.0,12913.67,C1309775800,69331.51,172440.84,0
TRANSFER,168622.3,C1044222858,168622.3,0.0,C2146789865,0.0,0.0,1
CASH_OUT,174.92,C722054736,174.92,0.0,C1009545186,29134.25,29309.17,0
CASH_OUT,206661.76,C1960690727,194487.13,0.0,C589077455,441784.65,648446.4,0
TRANSFER,542222.77,C572669478,542222.77,0.0,C899620238,0.0,0.0,1
TRANSFER,2533650.09,C89581847,2533650.09,0.0,C1844657396,0.0,0.0,1
CASH_OUT,394431.23,C652402245,110936.0,0.0,C1940648991,879279.23,1273710.46,0
CASH_OUT,115577.67,C1394280739,0.0,0.0,C2042722852,356900.73,472478.4,0
TRANSFER,330665.02,C858235429,330665.02,0.0,C1542396636,0.0,0.0,1
CASH_IN,32815.03,C298000766,172004.08,204819.11,C148384473,109730.03,76915.0,0
CASH_OUT,81482.1,C838984504,0.0,0.0,C345113767,134598.51,216080.61,0
CASH_OUT,3028421.03,C188968777,3028421.03,0.0,C1189187545,4503234.54,7531655.57,1
PAYMENT,13104.71,C387624888,0.0,0.0,M1115731681,0.0,0.0,0
TRANSFER,2435794.46,C149279749,32.0,0.0,C814564301,13576.88,2449371.34,0
CASH_OUT,454122.51,C1789566445,0.0,0.0,C1893058630,3783693.19,4237815.7,0
TRANSFER,1911239.21,C543601110,1911239.21,0.0,C271369979,0.0,0.0,1
CASH_OUT,1583.28,C538660797,1583.28,0.0,C595029020,826666.86,828250.14,0
TRANSFER,459.38,C295421144,459.38,0.0,C2125715094,0.0,0.0,1
CASH_OUT,33650.28,C1860413951,0.0,0.0,C1694338317,368572.48,402222.75,0
TRANSFER,172362.84,C167183222,172362.84,0.0,C277647279,0.0,0.0,1
CASH_OUT,96818.81,C1063624955,0.0,0.0,C1848283663,1726728.39,1823547.19,0
PAYMENT,11632.91,C759762628,46926.0,35293.09,M668113020,0.0,0.0,0
CASH_OUT,79717.14,C812331836,79717.14,0.0,C1874670723,0.0,79717.14,0
TRANSFER,7515624.63,C1144230283,7515624.63,0.0,C1501063702,0.0,0.0,1
PAYMENT,9117.12,C1823213759,111351.0,102233.88,M2123055751,0.0,0.0,0
PAYMENT,1223.73,C918348281,0.0,0.0,M1578656132,0.0,0.0,0
CASH_IN,378004.37,C967054776,175860.54,553864.91,C1981091156,289436.5,0.0,0
PAYMENT,5079.4,C746660624,0.0,0.0,M103853504,0.0,0.0,0
TRANSFER,1203527.31,C1630250083,0.0,0.0,C108716742,1815059.32,3018586.63,0
CASH_OUT,1276300.86,C2057725638,1276300.86,0.0,C1094429579,0.0,1276300.86,1
CASH_OUT,65019.36,C1424802646,0.0,0.0,C842546539,263809.85,328829.21,0
CASH_OUT,31035.39,C549895092,0.0,0.0,C600512569,120750.49,151785.88,0
PAYMENT,9174.63,C767272614,340781.1,331606.47,M292475361,0.0,0.0,0
CASH_OUT,62895.94,C1795100356,0.0,0.0,C2057629476,1442038.5,1504934.44,0
CASH_IN,30749.09,C1111334727,7510376.18,7541125.27,C784781235,100318.65,69569.56,0
TRANSFER,22824.08,C359830573,22824.08,0.0,C1906309397,0.0,0.0,1
CASH_IN,424026.06,C103087889,38259.0,462285.06,C2139476972,841955.31,417929.24,0
PAYMENT,5520.92,C1942936710,10534.0,5013.08,M2126709626,0.0,0.0,0
CASH_IN,137948.29,C180845417,2415485.14,2553433.43,C87407413,2995880.77,2857932.48,0
CASH_IN,381556.29,C958671716,20530.0,402086.29,C2058989971,817903.42,436347.13,0
TRANSFER,6575903.12,C2128461532,6575903.12,0.0,C792804461,0.0,0.0,1
CASH_OUT,222735.34,C1332040146,222735.34,0.0,C1197434553,0.0,222735.34,1
TRANSFER,8488865.83,C2072377567,8488865.83,0.0,C816064707,0.0,0.0,1
CASH_OUT,97620.07,C126516824,0.0,0.0,C1461330484,155301.21,252921.27,0
TRANSFER,379722.7,C1185808123,157.0,0.0,C1906004423,0.0,379722.7,0
CASH_OUT,296414.41,C2042027667,0.0,0.0,C2088684966,1976290.38,2272704.79,0
CASH_OUT,290310.98,C553802104,0.0,0.0,C274948399,1267902.87,1558213.85,0
CASH_OUT,83388.74,C2099702635,255441.25,172052.5,C1863424409,234830.92,318219.66,0
CASH_OUT,10000000.0,C517014062,10000000.0,0.0,C473496930,540392.1,10540392.1,1
CASH_OUT,237438.89,C1884204971,0.0,0.0,C1622381503,4922021.93,5159460.82,0
TRANSFER,333390.18,C1517430908,333390.18,0.0,C268696158,0.0,0.0,1
TRANSFER,1650.08,C640732216,1650.08,0.0,C14104285,0.0,0.0,1
CASH_OUT,200008.33,C1319949415,200008.33,0.0,C1382326459,2959887.83,3159896.16,0
CASH_OUT,526119.49,C1055498407,526119.49,0.0,C277547037,340510.43,866629.92,0
CASH_OUT,72819.18,C164509411,319746.0,246926.82,C556017012,0.0,72819.18,0
PAYMENT,5723.9,C1939918204,0.0,0.0,M1352575142,0.0,0.0,0
TRANSFER,28835.93,C1551473750,28835.93,0.0,C1759829035,0.0,0.0,1
TRANSFER,495991.64,C1628056782,495991.64,0.0,C913892512,0.0,0.0,1
CASH_OUT,261410.73,C123511947,0.0,0.0,C1223514569,10102257.16,10363667.9,0
TRANSFER,415437.27,C1772129702,415437.27,0.0,C42065364,0.0,0.0,1
CASH_OUT,330787.46,C1469268075,0.0,0.0,C1918807050,7056611.35,7387398.81,0
CASH_OUT,306419.73,C1806758197,306419.73,0.0,C1577735864,314156.56,620576.28,0
CASH_OUT,20061.23,C1072411827,0.0,0.0,C66695659,596186.81,616248.04,0
CASH_OUT,131594.12,C1492492778,131594.12,0.0,C570708188,0.0,131594.12,1
CASH_OUT,35977.71,C776151736,96438.0,60460.29,C1056740839,2005263.35,2041241.06,0
CASH_OUT,377987.88,C760548539,9772.25,0.0,C67170996,4834829.6,5212817.48,0
TRANSFER,274068.85,C875782200,0.0,0.0,C900830079,774508.76,1048577.61,0
CASH_OUT,298005.84,C583254008,0.0,0.0,C354062318,564383.37,862389.21,0
CASH_IN,55990.26,C1617477621,286851.31,342841.56,C810750287,116451.43,60461.18,0
CASH_OUT,391733.85,C556721421,0.0,0.0,C983234703,6714057.72,7105791.57,0
CASH_OUT,158291.79,C641188972,296.0,0.0,C2025812353,0.0,158291.79,0
CASH_OUT,61875.19,C1044418702,0.0,0.0,C586092941,564620.26,626495.45,0
TRANSFER,290972.98,C172833494,143680.0,0.0,C266593878,0.0,290972.98,0
CASH_OUT,1301410.68,C756143103,1301410.68,0.0,C1385992736,307091.75,1608502.44,1
TRANSFER,143175.23,C470624098,143175.23,0.0,C1784460632,0.0,0.0,1
CASH_IN,143478.9,C122307664,572.0,144050.9,C1374357581,3837678.53,3694199.63,0
CASH_IN,161420.29,C1484647669,25160.0,186580.29,C958595093,5573525.45,5412105.16,0
CASH_OUT,98659.86,C787775985,0.0,0.0,C124329345,786884.72,885544.58,0
TRANSFER,372840.0,C1570469622,742346.0,369506.0,C1629143779,0.0,372840.0,0
CASH_IN,281625.14,C1883621634,0.0,281625.14,C1934640427,2467110.6,2185485.46,0
CASH_IN,67713.74,C601478288,50548.0,118261.74,C1904067927,848232.08,780518.34,0
TRANSFER,37060.39,C2081897404,200717.0,163656.61,C1285553887,140056.06,177116.45,0
CASH_OUT,412210.35,C891018757,24632.0,0.0,C761069599,7803275.81,8215486.16,0
CASH_OUT,832811.84,C1897651048,832811.84,0.0,C372865996,0.0,832811.84,1
CASH_OUT,266428.89,C23552524,20962.0,0.0,C562360384,2003520.94,2269949.84,0
CASH_IN,49988.68,C930807049,54016.0,104004.68,C1722343492,486427.4,436438.72,0
CASH_OUT,3947541.37,C2144474125,3947541.37,0.0,C1652358920,226201.44,4173742.81,1
TRANSFER,176626.77,C1445328479,176626.77,0.0,C1305022941,0.0,0.0,1
TRANSFER,2754759.04,C2039553933,2754759.04,0.0,C1469107972,0.0,0.0,1
PAYMENT,11670.25,C1756283868,126695.0,115024.75,M642091651,0.0,0.0,0
PAYMENT,54490.75,C60230149,0.0,0.0,M628947261,0.0,0.0,0
CASH_IN,285311.31,C1801049617,5916113.39,6201424.7,C843683670,1562989.48,1277678.17,0
PAYMENT,8623.57,C484416977,3891.0,0.0,M675961250,0.0,0.0,0
CASH_OUT,298365.86,C1916355655,298365.86,0.0,C1396514823,0.0,298365.86,0
PAYMENT,5925.67,C965299737,5067.0,0.0,M1070594950,0.0,0.0,0
CASH_OUT,10000000.0,C1086171385,10000000.0,0.0,C1542053333,980488.81,10980488.81,1
CASH_OUT,258570.41,C205274654,258570.41,0.0,C1586846066,0.0,258570.41,0
PAYMENT,24539.55,C2064676071,20084.38,0.0,M1575632410,0.0,0.0,0
CASH_OUT,234681.66,C197805073,0.0,0.0,C208904777,6059666.81,6294348.47,0
CASH_OUT,227304.91,C1775139869,227304.91,0.0,C127797193,80290.25,307595.16,0
TRANSFER,10000000.0,C884104189,11975271.77,1975271.77,C1648566106,0.0,0.0,1
CASH_IN,106557.89,C2032986693,9255123.98,9361681.87,C1077159719,241250.33,134692.44,0
TRANSFER,627088.33,C2099684775,627088.33,0.0,C835286210,0.0,0.0,1
TRANSFER,88718.71,C2083268804,0.0,0.0,C1895023848,969818.03,1058536.74,0
TRANSFER,253672.83,C1443107751,253672.83,0.0,C1668585491,0.0,0.0,1
CASH_OUT,1610110.66,C626221636,1610110.66,0.0,C1866292696,17821.53,1627932.2,1
CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,0
CASH_OUT,59749.28,C416033450,59749.28,0.0,C1195945883,1279160.38,1338909.66,0
CASH_IN,41417.75,C199028850,988311.42,1029729.17,C1220282708,2296828.92,2255411.17,0
TRANSFER,1061353.33,C1550662745,1061353.33,0.0,C1094321538,0.0,0.0,1
CASH_OUT,236853.55,C394790787,0.0,0.0,C1916171885,906046.05,1142899.6,0
TRANSFER,499213.41,C1289469219,722.0,0.0,C649092770,0.0,499213.41,0
CASH_OUT,58332.3,C1889728645,38840.0,0.0,C1897855361,360312.19,418644.49,0
CASH_OUT,248799.49,C853284926,248799.49,0.0,C1409000148,323143.23,571942.72,1
TRANSFER,2392482.86,C1015599837,2392482.86,0.0,C1814093957,0.0,0.0,1
CASH_OUT,498183.25,C104610866,498183.25,0.0,C1054580696,107993.04,606176.29,1
CASH_OUT,2251225.38,C811947733,2251225.38,0.0,C216058028,23722.5,2274947.89,1
CASH_OUT,24773.86,C835769230,24773.86,0.0,C990236688,11003181.73,11027955.59,0
CASH_OUT,330966.35,C1001080139,51112.0,0.0,C230603769,0.0,330966.35,0
CASH_OUT,8105.05,C7485725,62679.0,54573.95,C1306937724,559573.01,567678.06,0
TRANSFER,161859.16,C968443194,161859.16,0.0,C65648363,0.0,0.0,1
TRANSFER,9198459.96,C1938563375,9198459.96,0.0,C1187100670,0.0,0.0,1
CASH_OUT,198881.61,C1740490846,0.0,0.0,C990482229,1605058.02,1803939.62,0
PAYMENT,12778.49,C1380016223,0.0,0.0,M1948439534,0.0,0.0,0
TRANSFER,342309.91,C662184778,342309.91,0.0,C1740503020,0.0,0.0,1
CASH_OUT,347893.16,C238168336,347893.16,0.0,C1904688635,0.0,347893.16,0
TRANSFER,372838.98,C1998292790,0.0,0.0,C574461338,2001469.73,2374308.71,0
CASH_IN,128606.55,C1372460034,5102321.11,5230927.66,C1883147878,281531.33,152924.77,0
CASH_OUT,101515.68,C1732619853,101515.68,0.0,C113661013,0.0,101515.68,0
CASH_OUT,255028.93,C891040808,255028.93,0.0,C1410026148,2684616.74,2939645.67,0
PAYMENT,4456.86,C1596820640,10710.0,6253.14,M1143042561,0.0,0.0,0
CASH_OUT,74436.56,C1022475357,74436.56,0.0,C1086411656,201151.33,275587.89,1
PAYMENT,1829.57,C1592270245,183.0,0.0,M1437892012,0.0,0.0,0
CASH_OUT,112363.33,C351362934,112363.33,0.0,C1072775403,295341.76,407705.09,0
CASH_OUT,2253811.33,C1631859649,2253811.33,0.0,C526945673,0.0,2253811.33,1
CASH_OUT,188844.13,C106930724,188844.13,0.0,C519905782,146960.09,335804.22,1
CASH_OUT,300251.21,C226065439,0.0,0.0,C446880158,889995.43,1190246.64,0
CASH_OUT,440935.81,C1636167075,334161.89,0.0,C947702796,1581757.81,2022693.62,0
CASH_OUT,340936.99,C56193098,340936.99,0.0,C119224307,777058.51,1117995.5,1
CASH_OUT,95141.35,C1165473352,0.0,0.0,C1027423935,324986.39,420127.74,0
PAYMENT,332.02,C1935480284,40420.0,40087.98,M2020107615,0.0,0.0,0
PAYMENT,17190.6,C863668719,0.0,0.0,M2007808161,0.0,0.0,0
PAYMENT,16781.69,C1502293165,98919.0,82137.31,M1310624780,0.0,0.0,0
TRANSFER,1464160.5,C1237202508,1464160.5,0.0,C1801696531,0.0,0.0,1
CASH_OUT,348751.45,C983383771,348751.45,0.0,C56482072,698.29,349449.75,0
CASH_OUT,275810.4,C2060535427,0.0,0.0,C1970195557,292641.05,568451.45,0
TRANSFER,1467324.96,C348342265,1467324.96,0.0,C2039650387,0.0,0.0,1
PAYMENT,8882.86,C1194671592,0.0,0.0,M372872054,0.0,0.0,0
CASH_OUT,697226.2,C853309342,697226.2,0.0,C643624257,4172268.59,4869494.79,1
CASH_OUT,226515.7,C1918905196,2473.0,0.0,C847872449,0.0,226515.7,0
CASH_OUT,466990.08,C1474999103,0.0,0.0,C403108264,4900368.95,5367359.03,0
TRANSFER,2271674.66,C1103494239,2271674.66,0.0,C416462822,0.0,0.0,1
TRANSFER,1051018.15,C1597001558,1051018.15,0.0,C1628780736,0.0,0.0,1
TRANSFER,6961359.11,C1508375494,6961359.11,0.0,C1926498951,0.0,0.0,1
CASH_OUT,111467.61,C176907849,111467.61,0.0,C1483387344,668384.6,779852.21,0
PAYMENT,22078.81,C152776968,101733.0,79654.19,M583319906,0.0,0.0,0
CASH_OUT,171878.27,C1056720143,171878.27,0.0,C1846017772,217898.19,389776.45,1
PAYMENT,4582.34,C1025072280,0.0,0.0,M577008397,0.0,0.0,0
CASH_OUT,119789.97,C1867496622,0.0,0.0,C1085479446,8767254.16,8887044.14,0
TRANSFER,434401.5,C1025875217,434401.5,0.0,C918049082,0.0,0.0,1
CASH_OUT,5494862.93,C1802007531,5494862.93,0.0,C1174309480,0.0,5494862.93,1
CASH_OUT,202504.98,C609117454,0.0,0.0,C1103040306,250698.52,453203.51,0
CASH_OUT,49076.27,C282770927,49076.27,0.0,C1266647096,863127.8,912204.07,0
CASH_OUT,94623.25,C1232965286,23076.0,0.0,C691032570,78793.27,173416.52,0
CASH_OUT,44671.25,C149009004,0.0,0.0,C1059154973,120279.94,164951.19,0
CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1
CASH_IN,179263.53,C120099556,1523.0,180786.53,C1567947232,532805.94,353542.41,0
TRANSFER,34839.32,C1183463100,34839.32,0.0,C796115130,0.0,0.0,1
TRANSFER,207517.2,C1366548953,207517.2,0.0,C720291074,0.0,0.0,1
CASH_OUT,7576324.61,C195861117,7576324.61,0.0,C1350236324,0.0,7576324.61,1
CASH_OUT,92326.04,C1582259114,20377.0,0.0,C1739367617,3255850.72,3348176.76,0
CASH_OUT,136331.05,C1640378409,136331.05,0.0,C2070347886,0.0,136331.05,0
PAYMENT,3355.0,C1184432141,5533.0,2178.0,M896774372,0.0,0.0,0
PAYMENT,4600.82,C1106134586,0.0,0.0,M1555338175,0.0,0.0,0
CASH_OUT,222694.08,C1931470495,222694.08,0.0,C1495297398,0.0,222694.08,1
CASH_OUT,646676.42,C424693863,646676.42,0.0,C791586843,111156.33,757832.75,1
CASH_OUT,890964.06,C976894617,890964.06,0.0,C2053643947,171113.6,1062077.66,1
CASH_IN,190613.73,C358781107,57496.0,248109.73,C599134234,0.0,0.0,0
CASH_OUT,764646.4,C2035637987,764646.4,0.0,C1696840371,0.0,764646.4,1
CASH_OUT,109987.32,C1733566683,31473.0,0.0,C2046977167,1030355.64,1140342.96,0
CASH_OUT,66550.0,C550781139,66550.0,0.0,C335413710,0.0,66550.0,0
PAYMENT,9381.16,C2125022732,22116.0,12734.84,M1917851059,0.0,0.0,0
TRANSFER,183826.5,C2050282147,0.0,0.0,C1817489786,1285511.75,1469338.25,0
PAYMENT,16519.94,C801350373,0.0,0.0,M868099420,0.0,0.0,0
CASH_OUT,10000000.0,C1896858408,10000000.0,0.0,C952858643,1622330.57,11622330.57,1
TRANSFER,132973.41,C1231621270,132973.41,0.0,C463737708,0.0,0.0,1
CASH_OUT,11834.09,C1429758779,462285.06,450450.97,C1581237958,27891.8,39725.89,0
CASH_IN,120250.51,C2071374497,2648780.17,2769030.68,C699249294,918242.52,797992.01,0
TRANSFER,242896.12,C494221581,242896.12,0.0,C1477702767,0.0,0.0,1
CASH_OUT,504344.93,C1384579214,504344.93,0.0,C1459458578,73094.14,577439.07,1
CASH_OUT,35079.53,C1274495633,38451.0,3371.47,C1621013682,0.0,35079.53,0
CASH_OUT,1976666.45,C286962871,1976666.45,0.0,C1066958378,0.0,1976666.45,1
CASH_OUT,85776.77,C1540746853,0.0,0.0,C2084318631,306759.07,392535.83,0
TRANSFER,530354.58,C1625326980,530354.58,0.0,C1011865698,0.0,0.0,1
CASH_OUT,101984.65,C1334913572,52016.0,0.0,C1232860771,0.0,101984.65,0
CASH_OUT,1082200.06,C736248524,1082200.06,0.0,C1386066751,0.0,1082200.06,1
PAYMENT,743.3,C712470505,0.0,0.0,M1398844348,0.0,0.0,0
TRANSFER,426173.04,C1427622325,426173.04,0.0,C1382020476,0.0,0.0,1
CASH_OUT,78012.48,C682621941,0.0,0.0,C1989659558,2413864.78,2491877.26,0
CASH_OUT,466049.78,C755638758,18830.55,0.0,C2139723278,2350241.33,2816291.11,0
TRANSFER,1202443.49,C1431929580,1202443.49,0.0,C1237289789,0.0,0.0,1
CASH_IN,403852.1,C2021684722,324284.36,728136.46,C954844269,705403.81,301551.71,0
PAYMENT,3794.36,C235193109,0.0,0.0,M1697788204,0.0,0.0,0
CASH_OUT,301233.75,C1075357999,0.0,0.0,C380031985,803870.7,1105104.45,0
CASH_OUT,249634.35,C103811625,406847.93,157213.58,C1218422651,2879770.42,3129404.76,0
CASH_OUT,570701.86,C2098619804,711295.0,140593.14,C233143390,74382.18,645084.03,0
CASH_OUT,34667.21,C753350866,318382.27,283715.06,C298556794,816152.39,850819.6,0
PAYMENT,12780.39,C1138141638,105204.0,92423.61,M1361077803,0.0,0.0,0
CASH_OUT,2979972.78,C1670945356,2979972.78,0.0,C788738425,267407.43,3247380.2,1
CASH_OUT,38180.99,C1210808398,38180.99,0.0,C475311068,134902.72,173083.71,1
CASH_OUT,86111.65,C1793151553,86111.65,0.0,C1653796300,109520.16,195631.81,1
CASH_OUT,181647.66,C456239358,181647.66,0.0,C444447676,159001.95,340649.62,1
CASH_OUT,231925.86,C23501091,0.0,0.0,C563323191,287314.81,519240.67,0
CASH_OUT,158279.4,C878032690,158279.4,0.0,C1366404133,778522.62,936802.02,1
CASH_OUT,378604.45,C710849238,453133.0,74528.55,C198233367,118195.13,496799.58,0
PAYMENT,34262.01,C1473131087,0.0,0.0,M290627662,0.0,0.0,0
TRANSFER,296156.97,C801116845,296156.97,0.0,C177042308,0.0,0.0,1
TRANSFER,884821.37,C1937124705,884821.37,0.0,C1452792493,0.0,0.0,1
CASH_OUT,292041.43,C1718769366,92.0,0.0,C253085875,0.0,292041.43,0
CASH_OUT,7748802.0,C172044102,7748802.0,0.0,C648423233,0.0,7748802.0,1
CASH_IN,145048.67,C611081385,1138399.47,1283448.14,C148792048,505158.44,360109.77,0
TRANSFER,2056779.24,C30165590,2056779.24,0.0,C919133464,0.0,0.0,1
TRANSFER,226689.16,C1210027591,226689.16,0.0,C673284647,0.0,0.0,1
PAYMENT,5142.85,C177354125,70252.11,65109.26,M889505082,0.0,0.0,0
CASH_OUT,158652.1,C1200350890,0.0,0.0,C661060758,1829925.74,1988577.84,0
CASH_OUT,802483.88,C1430477508,802483.88,0.0,C1344272821,0.0,802483.88,1
TRANSFER,570135.07,C1797062826,570135.07,0.0,C1005190137,0.0,0.0,1
CASH_IN,363041.84,C678728194,142431.0,505472.84,C1125147739,711701.02,348659.19,0
CASH_OUT,100122.6,C1533137804,0.0,0.0,C77958807,259311.51,359434.11,0
PAYMENT,7932.12,C1298185962,437179.9,429247.78,M605038350,0.0,0.0,0
TRANSFER,31945.44,C432306592,31945.44,0.0,C1736640771,0.0,0.0,1
